A1,B8196,C3566
A6588,B7375,C6994
A6589,B1437,C8588
A6589,B7216,C3612
A659,B5750,C3365
A6590,B2192,C8616
A6590,B4136,C6755
A6591,B769,C8015
A6592,B9259,C9106
A6593,B9061,C5869
A6594,B3665,C5713
A6597,B7814,C5615
A6597,B9773,C5992
A6599,B9523,C9685
A660,B4212,C9884
A660,B5246,C9379
A6601,B2130,C9417
A6601,B6400,C6353
A6603,B4250,C4373
A6606,B9117,C1331
A6608,B7212,C2032
A661,B1587,C6062
A6611,B5922,C7198
A6612,B3109,C2247
A6614,B4267,C9953
A6615,B645,C2538
A6616,B6224,C4142
A6617,B5700,C5304
A6618,B2266,C1340
A6619,B6482,C1610
A662,B3831,C944
A6620,B7662,C4701
A6621,B2312,C3095
A6621,B2627,C9899
A6622,B912,C2431
A6626,B5223,C6756
A6627,B495,C5212
A6627,B8765,C5727
A6628,B8999,C8223
A6630,B346,C9687
A6630,B6055,C2126
A6630,B699,C9275
A6630,B712,C8407
A6631,B3283,C4327
A6631,B6452,C3517
A6632,B4026,C3
A6632,B4897,C8291
A6633,B9498,C7686
A6634,B2159,C1448
A6634,B5504,C3751
A6635,B369,C3346
A6635,B3958,C6535
A6637,B937,C2660
A6638,B3232,C4108
A6639,B6187,C4382
A6639,B7751,C8201
A6639,B9952,C8656
A6640,B2003,C2145
A6640,B5471,C517
A6641,B4242,C3265
A6641,B5899,C4261
A6642,B2396,C6583
A6642,B6397,C5457
A6644,B1601,C9608
A6644,B702,C4837
A6647,B4729,C1797
A6647,B8850,C8311
A6648,B4911,C9987
A665,B2035,C6206
A6650,B5025,C8542
A6651,B7569,C4385
A6652,B7080,C3767
A6653,B6359,C7293
A6654,B6178,C2938
A6655,B7954,C5416
A6656,B1279,C793
A6657,B2870,C8821
A6658,B931,C1997
A6660,B3716,C1457
A6661,B9211,C6032
A6662,B3934,C1399
A6662,B7530,C134
A6663,B884,C6887
A6663,B907,C4675
A6664,B4722,C4035
A6664,B7645,C725
A6666,B1207,C4839
A6667,B4164,C2591
A6667,B6353,C9965
A6668,B8808,C6044
A6669,B4136,C5764
A6672,B4115,C3119
A6672,B50,C8068
A6673,B2220,C744
A6674,B4138,C2413
A6674,B7404,C6912
A6675,B5941,C7864
A6678,B6738,C7525
A6679,B7275,C2878
A668,B1068,C470
A6681,B29,C1702
A6682,B3096,C281
A6682,B3408,C852
A6684,B1820,C1259
A6685,B2181,C2532
A6685,B6556,C4496
A6685,B6758,C7872
A6686,B4788,C843
A6687,B8289,C4234
A669,B9599,C8719
A6690,B1674,C9801
A6691,B4451,C6179
A6694,B4774,C4169
A6695,B4738,C8975
A6696,B5926,C3492
A6697,B4993,C3562
A670,B9393,C6521
A6700,B1348,C460
A6702,B9847,C2149
A6703,B7413,C5986
A6704,B969,C5577
A6705,B5856,C9623
A6705,B7233,C1740
A6705,B9181,C457
A6706,B2368,C1586
A6706,B6612,C3671
A6707,B1957,C4320
A6707,B4504,C8021
A6707,B4625,C9179
A6707,B6578,C3898
A6707,B7047,C6347
A6708,B5935,C5854
A6709,B1865,C1243
A6709,B8196,C7265
A6709,B8423,C3743
A671,B6481,C3434
A6710,B3840,C4551
A6711,B1429,C5364
A6719,B7352,C9465
A6722,B1079,C5740
A6723,B2902,C2765
A6723,B8843,C315
A6724,B9596,C9381
A6727,B4281,C4795
A6729,B6794,C9107
A6732,B240,C1567
A6732,B28,C9891
A6734,B3407,C6710
A6736,B8156,C9472
A6737,B287,C6333
A6737,B4957,C7389
A6737,B8677,C223
A6738,B6601,C7884
A6739,B1720,C2190
A6739,B211,C9993
A674,B8393,C6200
A674,B8656,C5502
A6740,B5139,C6853
A6742,B1387,C9702
A6742,B4293,C9608
A6742,B7978,C3555
A6742,B9000,C1238
A6742,B9066,C44
A6742,B9944,C4993
A6743,B1515,C4133
A6743,B2256,C4224
A6743,B7213,C6895
A6743,B7476,C6248
A6744,B5904,C8133
A6744,B7447,C9968
A6745,B6623,C5813
A6746,B4590,C6901
A6747,B3611,C2390
A6747,B765,C395
A6748,B3547,C8409
A6749,B7137,C3474
A675,B3765,C2880
A675,B8717,C5556
A6750,B6757,C9852
A6751,B5323,C6642
A6751,B6587,C2483
A6752,B6924,C2838
A6753,B7061,C5294
A6753,B9533,C8418
A6754,B693,C8932
A6755,B8100,C7587
A6756,B3905,C4670
A6759,B4384,C2528
A6759,B7432,C5552
A6761,B964,C3447
A6762,B3366,C2187
A6762,B7028,C7590
A6763,B2581,C8047
A6763,B6816,C9112
A6763,B8638,C6043
A6766,B3617,C1004
A6766,B6315,C305
A6766,B7278,C1204
A6767,B4285,C5166
A6768,B1810,C814
A6768,B8556,C333
A6769,B5260,C2501
A677,B8550,C7833
A6770,B1919,C4281
A6770,B7133,C6731
A6770,B8147,C5629
A6770,B9842,C9342
A6772,B6806,C4201
A6774,B8361,C4011
A6775,B2330,C2607
A6775,B9397,C5052
A6776,B3814,C8286
A6776,B9163,C1598
A6778,B7373,C458
A678,B2708,C6135
A6780,B7411,C6885
A6781,B6595,C9222
A6783,B1743,C4250
A6783,B3927,C1722
A6785,B9045,C624
A6788,B1016,C8395
A6789,B4796,C7619
A6789,B9010,C5081
A6790,B7349,C1554
A6794,B1007,C9888
A6797,B2885,C8942
A6797,B3872,C8257
A6797,B8331,C1013
A6798,B6098,C6495
A6798,B8654,C4955
A6800,B2309,C4754
A6801,B6507,C7883
A6801,B9793,C3651
A6803,B7215,C2501
A6804,B7376,C6097
A6807,B5631,C1338
A6808,B6754,C982
A6808,B8564,C7690
A681,B3756,C1208
A6810,B3137,C9833
A6810,B4216,C8706
A6811,B133,C2380
A6811,B7427,C4329
A6811,B8507,C1192
A6814,B3377,C6826
A6814,B846,C4062
A6815,B1147,C317
A6815,B3194,C2008
A6815,B7068,C7931
A6815,B8200,C4401
A6817,B7162,C9095
A6818,B4334,C2801
A6820,B1169,C4467
A6820,B2330,C9898
A6821,B7023,C1213
A6821,B8565,C8820
A6824,B6094,C2346
A6826,B1443,C7709
A6826,B6680,C1224
A6827,B9525,C5216
A683,B4354,C1187
A683,B5584,C4309
A6830,B2319,C7915
A6831,B9817,C1231
A6832,B8704,C5352
A6833,B435,C5324
A684,B1092,C7450
A684,B7685,C3424
A684,B94,C6763
A6840,B387,C9856
A6840,B7342,C8524
A6841,B932,C4244
A6844,B5596,C4299
A6845,B4259,C7031
A6846,B7021,C6466
A6848,B4522,C6911
A6848,B62,C1413
A6849,B2239,C2798
A6851,B2009,C6924
A6851,B2138,C7158
A6851,B7865,C325
A6852,B3244,C3750
A6852,B4063,C4474
A6852,B786,C7995
A6852,B9044,C3496
A6854,B6370,C8233
A6855,B1633,C7120
A6856,B6705,C5492
A6857,B8703,C5458
A6858,B7065,C6972
A6858,B9562,C3615
A6859,B971,C1025
A686,B1859,C4094
A686,B4743,C1210
A6861,B1254,C767
A6862,B620,C1878
A6865,B2882,C3873
A6865,B8410,C647
A6866,B3781,C8698
A6867,B4366,C7812
A6869,B5960,C5337
A687,B5958,C3721
A6871,B7700,C7347
A6873,B4394,C5153
A6874,B4751,C7191
A6875,B3652,C7089
A6875,B5245,C7008
A6880,B1370,C2051
A6880,B6158,C2846
A6881,B2392,C1464
A6882,B474,C5548
A6882,B715,C4091
A6884,B8840,C5694
A6885,B8887,C96
A6887,B2601,C7726
A6887,B2621,C2445
A6887,B4763,C9431
A689,B1821,C8463
A689,B474,C3395
A6890,B464,C2637
A6890,B6028,C1099
A6891,B3657,C1256
A6891,B7432,C609
A6892,B3727,C3105
A6893,B1385,C9622
A6894,B463,C5333
A6894,B5203,C2137
A6896,B7644,C4013
A6897,B855,C6222
A69,B9503,C5249
A6900,B2180,C3713
A6900,B3132,C4085
A6903,B2642,C9810
A6903,B7229,C2551
A6905,B1090,C9488
A6905,B7785,C190
A6907,B4409,C3821
A6908,B189,C3025
A6908,B473,C4370
A6908,B9078,C475
A6909,B1909,C5053
A6909,B5749,C5119
A691,B4856,C7001
A691,B9406,C1601
A6910,B3497,C8485
A6910,B6020,C3319
A6911,B895,C7713
A6914,B5169,C4909
A6914,B6273,C7372
A6918,B1601,C4806
A6918,B2556,C3122
A6918,B8460,C3954
A6918,B8893,C329
A6919,B9832,C2994
A692,B6554,C849
A6921,B4148,C5772
A6921,B4495,C1292
A6921,B8854,C5954
A6923,B2249,C1458
A6925,B3631,C3644
A6927,B4041,C3596
A6929,B4800,C6978
A6929,B9057,C7924
A693,B4165,C1784
A693,B8801,C6249
A6930,B1817,C6871
A6930,B358,C3257
A6930,B4847,C4693
A6930,B5077,C3333
A6930,B7407,C612
A6932,B3409,C491
A6934,B7381,C8816
A6934,B9163,C381
A6935,B9742,C2285
A6936,B3156,C6949
A6937,B5125,C4698
A6938,B1351,C3259
A6938,B5571,C7304
A6939,B2447,C6479
A6939,B3008,C7856
A6941,B1022,C8719
A6941,B8681,C3710
A6942,B5792,C5701
A6943,B5623,C6287
A6944,B9695,C2298
A6944,B9851,C8510
A6945,B4707,C5028
A6945,B5930,C4622
A6945,B9152,C6807
A6946,B7212,C182
A6947,B7776,C70
A6949,B4360,C6361
A6949,B6201,C9296
A695,B1888,C5171
A6951,B5286,C2702
A6952,B5196,C8189
A6953,B4911,C434
A6954,B7337,C4271
A6956,B399,C1025
A6956,B6283,C1442
A6958,B6510,C7023
A6958,B6682,C6898
A6958,B7797,C7802
A6959,B2225,C6282
A6959,B4824,C7412
A696,B6269,C2628
A6960,B2134,C630
A6961,B1561,C4381
A6962,B8411,C9817
A6965,B6511,C7468
A6966,B8276,C2855
A6968,B4512,C9303
A6969,B2112,C8655
A6969,B3468,C1703
A697,B4563,C9211
A697,B789,C620
A6970,B374,C2486
A6971,B2997,C7306
A6971,B3942,C446
A6971,B9142,C3557
A6972,B2961,C175
A6972,B3662,C936
A6972,B5887,C5850
A6972,B8124,C7696
A6972,B9998,C9007
A6975,B5685,C2662
A6975,B8398,C5372
A6976,B9331,C4174
A6977,B1961,C7322
A6978,B3858,C3715
A6979,B2575,C9478
A6979,B6022,C2115
A698,B610,C7765
A6980,B2883,C1224
A6980,B2944,C1689
A6981,B8221,C8937
A6984,B4490,C3699
A6984,B4886,C1537
A6984,B6851,C2358
A6985,B4487,C5791
A6986,B4354,C1029
A6986,B5419,C4792
A6987,B3383,C8536
A6987,B9212,C6476
A6988,B4072,C3107
A6989,B6622,C1038
A699,B1484,C9373
A699,B305,C8024
A6991,B4274,C9513
A6992,B7491,C6801
A6993,B6910,C3762
A6993,B7553,C5708
A6994,B7518,C860
A6996,B8530,C2716
A6997,B532,C6223
A6998,B3584,C509
A6998,B442,C1682
A6998,B604,C4401
A7,B437,C8240
A7,B9178,C4548
A70,B2785,C6067
A70,B4176,C8858
A700,B9002,C8488
A700,B9977,C4820
A7000,B5156,C8579
A7000,B859,C1966
A7001,B3052,C3833
A7001,B6585,C9322
A7001,B677,C4364
A7003,B968,C6179
A7004,B5149,C4726
A7004,B6879,C9466
A7008,B5286,C8981
A7009,B5421,C8047
A7010,B274,C7687
A7010,B4810,C8360
A7010,B5888,C632
A7010,B7325,C8775
A7011,B1461,C1228
A7011,B2593,C9789
A7012,B5778,C5091
A7013,B3636,C5715
A7014,B7090,C6474
A7017,B496,C132
A7018,B3206,C11
A7019,B2991,C3166
A7019,B7148,C8846
A7019,B9492,C5340
A7026,B6667,C7176
A7028,B1593,C7492
A7028,B5000,C484
A7029,B2943,C8208
A7029,B6582,C720
A703,B2287,C8520
A703,B2950,C7790
A7030,B1353,C5349
A7030,B2829,C6215
A7031,B2948,C7017
A7031,B7917,C8455
A7032,B6338,C730
A7035,B7842,C8798
A7036,B2528,C2955
A7036,B8379,C8032
A7038,B5360,C6896
A7039,B8009,C6161
A7040,B3236,C6869
A7040,B4404,C5136
A7040,B5404,C899
A7040,B5441,C9043
A7040,B6899,C9940
A7041,B3650,C5637
A7041,B9858,C3199
A7041,B9964,C1922
A7042,B7556,C9995
A7043,B5439,C1135
A7043,B934,C5133
A7044,B2842,C6829
A7044,B6614,C4993
A7046,B7671,C73
A7047,B27,C4529
A7047,B5627,C144
A7049,B7257,C755
A7049,B9143,C9027
A7049,B9158,C7824
A7051,B245,C1142
A7052,B8218,C4154
A7053,B7671,C2842
A7054,B5333,C9144
A7056,B4415,C4353
A7057,B1206,C82
A7057,B3788,C4842
A7058,B7974,C4424
A706,B6438,C6040
A7061,B5253,C9896
A7062,B1292,C1124
A7062,B2085,C3620
A7062,B4938,C5001
A7063,B1199,C1961
A7063,B230,C3507
A7063,B7867,C5516
A7063,B9925,C4697
A7064,B8440,C5101
A7066,B1450,C3081
A7066,B1548,C5120
A7066,B2178,C8978
A7067,B7200,C3050
A7068,B3896,C4530
A7069,B2095,C3090
A7069,B2785,C245
A7069,B4321,C8516
A7069,B5142,C5001
A707,B331,C8462
A7071,B1877,C3140
A7072,B6955,C9771
A7073,B55,C8535
A7074,B2780,C2727
A7074,B3141,C3661
A7075,B2444,C7215
A7075,B3782,C2236
A7076,B4534,C7336
A7076,B6593,C9841
A7078,B5993,C5424
A7079,B6839,C422
A7079,B7772,C1779
A7080,B2683,C3979
A7081,B9763,C3842
A7082,B2981,C8015
A7083,B4891,C1551
A7083,B7146,C2656
A7083,B9120,C7569
A7085,B1874,C8854
A7085,B5418,C1923
A7087,B7459,C9803
A7088,B3123,C4292
A7088,B5713,C9135
A7089,B1584,C9037
A7089,B7448,C6826
A709,B9242,C5760
A7092,B3971,C1841
A7092,B9958,C8378
A7094,B1051,C638
A7094,B108,C5205
A7095,B1423,C6125
A7095,B8081,C8989
A7096,B3081,C5114
A7099,B3639,C8839
A710,B7319,C4287
A7100,B4692,C4287
A7105,B9523,C1581
A7107,B2999,C8503
A7107,B9341,C2592
A7109,B3,C5338
A7109,B6048,C7017
A7109,B8312,C7361
A711,B1982,C7019
A7110,B9939,C7890
A7112,B7846,C8194
A7114,B5421,C7755
A7116,B1274,C9839
A7116,B1578,C866
A7116,B645,C6959
A7117,B7755,C1643
A7119,B8153,C4105
A712,B1090,C8969
A7120,B2098,C2232
A7120,B5246,C1620
A7121,B6110,C7893
A7122,B1657,C9307
A7125,B6811,C8163
A7125,B8580,C5470
A7126,B2558,C1698
A7126,B9577,C5911
A7127,B8847,C2134
A7129,B877,C6557
A7130,B2697,C8086
A7130,B5070,C9629
A7131,B1262,C995
A7136,B3043,C7474
A7137,B3033,C3443
A7137,B7154,C1985
A7140,B3504,C3270
A7140,B4026,C9269
A7140,B5666,C7173
A7141,B4,C4627
A7142,B3016,C4631
A7142,B3934,C7685
A7142,B7927,C1728
A7143,B8842,C7848
A7148,B3168,C1081
A7149,B757,C5975
A7150,B7102,C179
A7151,B8025,C216
A7152,B3146,C7780
A7152,B4875,C5492
A7152,B6810,C7659
A7152,B6852,C4481
A7152,B7178,C1943
A7152,B7295,C5599
A7154,B5282,C8585
A7156,B1667,C5924
A7156,B6239,C5086
A7157,B1416,C8159
A716,B8228,C4424
A716,B9440,C7689
A7160,B1216,C2867
A7160,B4357,C1830
A7160,B6114,C3264
A7163,B893,C6880
A7164,B9866,C9599
A7165,B5942,C4536
A7169,B3666,C6998
A717,B1604,C6770
A717,B4252,C2817
A717,B5291,C9863
A7170,B9413,C4517
A7175,B4249,C7953
A7177,B7389,C4483
A7177,B7801,C620
A7179,B5729,C4995
A718,B706,C4788
A7181,B8675,C4879
A7183,B1614,C7753
A7183,B4739,C6095
A7185,B9521,C9353
A7187,B4611,C7576
A7187,B7922,C3222
A7187,B8766,C2178
A7188,B1614,C3763
A7189,B6789,C4289
A7189,B8079,C6651
A719,B6911,C1932
A7190,B7653,C9053
A7191,B2649,C3266
A7191,B6795,C311
A7192,B3921,C9070
A7192,B6416,C4622
A7194,B4552,C5243
A7195,B3126,C1788
A7195,B8131,C8093
A7196,B1733,C6177
A7197,B2153,C9496
A7198,B338,C594
A7198,B4594,C3273
A7198,B7279,C231
A7199,B4160,C9477
A72,B1095,C3857
A72,B1513,C9944
A72,B5701,C2691
A7201,B3557,C4728
A7201,B6950,C5170
A7203,B149,C8000
A7203,B2176,C540
A7203,B9166,C8972
A7208,B3515,C6589
A7208,B4849,C677
A7212,B7313,C789
A7214,B2947,C3090
A7214,B7537,C4583
A7215,B321,C9242
A7216,B5412,C8045
A7219,B1854,C4053
A722,B2580,C8831
A7220,B3906,C8205
A7220,B6457,C5738
A7220,B911,C1445
A7221,B3552,C7709
A7224,B2399,C2585
A7226,B3931,C7868
A7228,B1414,C6899
A7228,B7525,C4753
A723,B3001,C4207
A7230,B1909,C4201
A7231,B8655,C9545
A7232,B2763,C8096
A7233,B1558,C9550
A7233,B5457,C5215
A7234,B520,C409
A7237,B4382,C8054
A7238,B6881,C9378
A7239,B9550,C9506
A724,B6902,C4448
A724,B7630,C1821
A7240,B609,C5031
A7240,B8654,C1631
A7243,B7509,C7868
A7244,B7936,C5893
A7246,B832,C3781
A7246,B8898,C7459
A7247,B433,C4199
A7248,B2857,C8551
A7249,B8722,C2404
A7250,B2815,C5834
A7250,B7643,C7532
A7251,B3284,C5665
A7251,B7984,C8757
A7253,B2272,C1390
A7253,B304,C1458
A7254,B1749,C1046
A7255,B4957,C9205
A7255,B8137,C4906
A7257,B4366,C8904
A7260,B3618,C6525
A7261,B6709,C9288
A7262,B5069,C9097
A7263,B3179,C4806
A7264,B1174,C3114
A7265,B4143,C9209
A7265,B9437,C7383
A7266,B7605,C6167
A7267,B9880,C7288
A7268,B9326,C4393
A7269,B1536,C8207
A7269,B2014,C7342
A7269,B6416,C1688
A7272,B7613,C6556
A7274,B767,C7321
A7276,B9554,C5045
A7277,B6660,C3916
A7279,B5620,C3577
A7280,B2193,C8210
A7280,B9829,C29
A7282,B451,C3278
A7286,B1652,C1945
A7288,B2748,C1538
A7288,B2947,C3052
A7288,B4055,C617
A7288,B9962,C6885
A7289,B1599,C4910
A7289,B9085,C5096
A7289,B9516,C7637
A729,B5070,C7801
A729,B9375,C3324
A7291,B5790,C6868
A7291,B8557,C7519
A7291,B9683,C572
A7293,B2317,C9300
A7294,B6384,C802
A7294,B8125,C1917
A7294,B9412,C9952
A7295,B4591,C8688
A7295,B4668,C7381
A73,B1573,C7537
A730,B6096,C7929
A7300,B1527,C8242
A7301,B1246,C6027
A7301,B5628,C3961
A7303,B1064,C3518
A7303,B6892,C1640
A7303,B7789,C5982
A7305,B5371,C7366
A7308,B9049,C1807
A7309,B6822,C2432
A731,B4948,C8764
A7310,B3096,C4854
A7311,B2119,C5268
A7312,B492,C9120
A7314,B1499,C6987
A7315,B6449,C8707
A7317,B9626,C4624
A7318,B700,C8023
A7319,B3290,C3437
A732,B7371,C9945
A7322,B1998,C1216
A7324,B5154,C3385
A7327,B8971,C2940
A7328,B1924,C7638
A7328,B2872,C480
A7335,B4788,C2769
A7335,B6019,C2594
A7335,B6453,C6327
A7336,B4424,C2028
A7337,B7693,C8105
A7338,B5309,C6573
A7340,B5628,C2855
A7341,B6172,C8871
A7342,B9361,C5666
A7343,B5698,C6155
A7343,B7910,C2596
A7345,B9007,C5891
A7347,B2101,C7450
A7348,B100,C3445
A7348,B5140,C9208
A7348,B8009,C6575
A7349,B3611,C1814
A7349,B6597,C9594
A7349,B712,C6612
A735,B5687,C9277
A7350,B5462,C1493
A7350,B8777,C1801
A7351,B9141,C9588
A7352,B5370,C5230
A7352,B893,C7067
A7355,B1499,C7354
A7355,B1673,C9015
A7356,B9489,C6632
A7357,B4407,C3651
A7358,B9441,C3741
A7359,B2599,C6367
A7359,B9773,C1453
A736,B5928,C8901
A7360,B2308,C385
A7360,B37,C2960
A7361,B4333,C7291
A7361,B4391,C3236
A7361,B5959,C6741
A7362,B3843,C363
A7363,B3510,C2415
A7366,B6687,C2602
A7367,B7412,C908
A7369,B109,C3939
A737,B365,C2638
A737,B5911,C7284
A737,B66,C2308
A737,B904,C4297
A7370,B5530,C6327
A7370,B5793,C7081
A7372,B5081,C2968
A7374,B6857,C1046
A7375,B9761,C8613
A7376,B7688,C4806
A7376,B9270,C3462
A7377,B3688,C1299
A7377,B6161,C1256
A7377,B785,C1649
A7381,B3043,C7056
A7381,B8700,C4777
A7382,B8416,C2499
A7383,B5395,C210
A7383,B7068,C7010
A7383,B8588,C6773
A7384,B842,C4158
A7387,B812,C8803
A7388,B5968,C6236
A7388,B6491,C7672
A7389,B4966,C7268
A7389,B5587,C8744
A7389,B7170,C2668
A739,B2550,C6589
A739,B4858,C4327
A7391,B9085,C2337
A7393,B2745,C3647
A7395,B5480,C3967
A7396,B5427,C863
A7397,B8864,C623
A7399,B9088,C1807
A74,B4828,C6799
A740,B2242,C8831
A740,B2689,C762
A7401,B3719,C6412
A7403,B8571,C8663
A7404,B2321,C3385
A7404,B7360,C3207
A7406,B5112,C5334
A7407,B1501,C8023
A7407,B2611,C9865
A7407,B5861,C2805
A7407,B6885,C1394
A7408,B4592,C9429
A7408,B912,C6870
A7409,B2352,C9147
A7412,B7803,C6237
A7413,B4595,C6717
A7413,B5186,C4870
A7413,B7144,C5885
A7413,B752,C3453
A7413,B8689,C9954
A7416,B111,C8528
A7416,B1967,C2513
A7416,B4782,C2355
A7416,B4972,C1511
A7416,B736,C7009
A7418,B4600,C8679
A742,B1341,C7783
A742,B3209,C6200
A742,B6595,C2334
A7420,B7564,C8313
A7420,B9019,C7057
A7423,B3369,C7074
A7425,B3960,C1755
A7425,B997,C5757
A7428,B7628,C5488
A7429,B628,C4703
A7429,B7144,C9835
A743,B5614,C5660
A743,B8340,C8099
A7435,B4509,C5509
A7435,B8655,C8537
A7435,B9672,C3254
A7436,B1217,C2227
A7436,B3171,C2582
A7437,B5501,C3101
A7438,B63,C163
A7439,B1081,C7533
A7439,B2689,C6281
A7439,B951,C7777
A7442,B387,C2641
A7443,B461,C3952
A7443,B6165,C2587
A7443,B6923,C9235
A7443,B9897,C3155
A7444,B232,C4391
A7446,B8609,C1645
A7448,B3891,C8553
A7448,B5956,C320
A7449,B3463,C2297
A7450,B4799,C1738
A7450,B4850,C609
A7451,B1783,C1905
A7452,B6602,C6977
A7454,B1482,C1749
A7454,B9500,C1288
A7454,B9608,C3054
A7456,B6318,C3655
A7457,B5398,C1547
A7457,B6287,C9482
A7458,B7839,C7392
A746,B3298,C1719
A7460,B9112,C6307
A7461,B1087,C7838
A7461,B3263,C530
A7461,B539,C8827
A7462,B2001,C1071
A7464,B8628,C2471
A7465,B4700,C4022
A7465,B7369,C9117
A7466,B1798,C4295
A7466,B4474,C7723
A7469,B8598,C776
A7470,B7461,C4371
A7472,B4741,C1036
A7473,B5308,C214
A7474,B6110,C2157
A7475,B5153,C6325
A7476,B1684,C5609
A7476,B8672,C4555
A7478,B3548,C6085
A7479,B8370,C7563
A7481,B6908,C2729
A7483,B5224,C298
A7487,B7912,C179
A7488,B1560,C9806
A7488,B158,C9294
A7489,B5619,C4652
A749,B3722,C3819
A7490,B7663,C326
A7490,B907,C2384
A7491,B1043,C7851
A7492,B3447,C1406
A7492,B4256,C210
A7493,B3504,C1604
A7495,B7825,C816
A7495,B9767,C8551
A7496,B2354,C7806
A7496,B2972,C717
A7497,B7660,C7925
A7499,B2459,C1933
A75,B2317,C4348
A75,B5240,C1162
A750,B1907,C8396
A750,B4639,C5466
A7501,B3602,C9220
A7503,B215,C6755
A7505,B907,C8984
A7505,B9435,C7475
A7506,B7664,C9488
A7507,B4356,C6735
A7507,B4737,C5364
A7507,B6880,C1475
A7507,B7642,C4460
A7507,B8323,C5263
A751,B4808,C5288
A751,B6736,C1966
A7511,B2411,C7918
A7512,B8648,C4868
A7514,B1370,C6130
A7515,B9771,C9184
A7516,B4701,C7864
A7516,B6715,C8014
A7517,B5426,C2371
A7517,B5754,C9653
A7519,B3928,C3964
A7519,B7656,C3770
A752,B6484,C8965
A7521,B3056,C9998
A7521,B3097,C2138
A7521,B795,C8966
A7522,B2123,C6330
A7523,B958,C747
A7524,B1935,C9327
A7524,B2981,C6603
A7524,B3435,C3734
A7524,B6113,C2504
A7525,B7252,C2698
A7525,B7326,C7812
A7526,B4364,C3103
A7528,B7347,C8206
A7529,B1131,C7004
A7529,B2981,C3846
A7529,B7342,C7968
A753,B3868,C351
A7533,B3002,C1988
A7533,B4688,C7439
A7533,B6680,C3523
A7534,B1682,C9966
A7534,B6710,C5365
A7536,B3439,C2092
A7536,B3751,C3711
A7536,B6136,C9205
A7538,B1226,C7611
A7539,B2460,C8678
A7541,B4114,C1207
A7542,B1202,C49
A7542,B6240,C384
A7543,B2565,C270
A7543,B4425,C7566
A7544,B2832,C5810
A7545,B3940,C850
A7545,B5296,C9765
A7546,B2340,C2025
A7546,B3313,C5896
A7549,B9631,C7700
A7552,B9606,C1224
A7553,B4856,C4275
A7554,B5325,C3186
A7555,B57,C2714
A7555,B7100,C1850
A7557,B9482,C4783
A7558,B8912,C2880
A7559,B1538,C2698
A756,B3031,C5911
A756,B4939,C5603
A7561,B4811,C1421
A7562,B4431,C3772
A7562,B9731,C7693
A7563,B5570,C9689
A7565,B5757,C1736
A7567,B9863,C9090
A7568,B7662,C5135
A757,B7463,C3285
A7570,B831,C4690
A7572,B8132,C9860
A7575,B2292,C7487
A7575,B6609,C1481
A7575,B851,C5789
A7576,B1472,C9473
A7576,B2697,C7717
A7578,B3555,C4351
A7578,B5894,C3196
A7578,B8982,C3514
A7579,B1348,C9318
A7579,B3571,C3682
A7579,B8722,C5135
A7579,B9845,C2417
A7581,B7882,C1172
A7582,B9610,C3304
A7583,B5247,C9943
A7583,B8792,C2002
A7585,B1980,C9826
A7586,B1044,C6537
A7586,B3451,C8393
A7586,B478,C5787
A759,B3154,C3884
A7592,B2561,C6328
A7592,B4942,C959
A7593,B6585,C815
A7593,B8097,C8792
A7594,B4923,C6146
A7594,B8830,C4937
A7596,B1433,C9028
A7597,B7154,C2005
A7598,B8667,C5591
A7599,B2557,C7618
A7600,B1790,C2353
A7600,B7072,C5790
A7600,B7966,C8459
A7601,B4265,C809
A7602,B2140,C5463
A7603,B6616,C4623
A7604,B8457,C4904
A7605,B4919,C4443
A7607,B2425,C2335
A7607,B5833,C6399
A7607,B7535,C8304
A7608,B2781,C4688
A7608,B506,C749
A7608,B6290,C4438
A761,B3604,C6940
A7610,B1263,C4803
A7610,B9279,C2719
A7610,B9599,C3762
A7613,B5193,C8879
A7614,B3161,C5823
A7616,B8976,C9933
A7617,B1094,C6775
A762,B3911,C9196
A7620,B6655,C9445
A7620,B7086,C7612
A7621,B9842,C1895
A7622,B5027,C7363
A7623,B5446,C2588
A7624,B2343,C7322
A7624,B4408,C8002
A7624,B5303,C5718
A7626,B9169,C9675
A7626,B975,C3806
A7628,B6959,C2669
A7628,B7383,C8437
A7629,B3564,C3082
A7629,B7966,C4071
A763,B5828,C8016
A7631,B7857,C9290
A7632,B9749,C8549
A7633,B9307,C434
A7634,B8267,C2272
A7635,B2546,C7567
A7635,B6783,C3991
A7636,B9683,C9438
A7636,B9886,C9122
A7637,B1041,C6256
A7637,B1705,C9680
A7637,B4186,C9239
A7639,B4488,C422
A764,B3123,C8313
A7640,B7735,C4831
A7640,B9211,C4014
A7647,B1964,C4285
A7647,B7993,C5559
A7647,B969,C7937
A7649,B297,C2978
A7649,B4113,C4660
A765,B5006,C2336
A765,B7677,C9243
A7650,B3198,C7773
A7650,B4858,C5101
A7650,B5245,C3156
A7650,B8757,C1083
A7653,B5144,C5663
A7654,B1542,C752
A7654,B2287,C5684
A7654,B3270,C5337
A7658,B2551,C6080
A7659,B3260,C1719
A7663,B5917,C4693
A7663,B7168,C9595
A7665,B1965,C9512
A7665,B7502,C7404
A7665,B9079,C2983
A7666,B2810,C1626
A7667,B6906,C4123
A7668,B1544,C1175
A7669,B2900,C4755
A7669,B3697,C8662
A7672,B8159,C4908
A7673,B8330,C4721
A7673,B9478,C7500
